route_id,direction_id,direction,direction_destination
Shuttle-LowellWilmington,1,Inbound,North Station
Shuttle-LynnNorthStationExpress,0,Outbound,Newburyport or Rockport
Shuttle-LynnNorthStationExpress,1,Inbound,North Station
Shuttle-LynnSwampscott,0,Outbound,Swampscott
Shuttle-LynnSwampscott,1,Inbound,Lynn
Shuttle-ManchesterGloucester,0,Outbound,Gloucester
Shuttle-ManchesterRockport,0,Outbound,Rockport
Shuttle-MaverickWonderland,0,West,Maverick
Shuttle-MaverickWonderland,1,East,Wonderland
Shuttle-MedfordNorthStation,0,West,Heath Street
Shuttle-MedfordNorthStation,1,East,Medford/Tufts
Shuttle-NStaOakGroveExpress,0,South,North Station
Shuttle-NStaOakGroveExpress,1,North,Oak Grove
Shuttle-NStaOakGroveLocal,0,South,North Station
Shuttle-NStaOakGroveLocal,1,North,Oak Grove
Shuttle-NewburyportOakGroveExpress,0,Outbound,Newburyport
Shuttle-NewburyportOakGroveExpress,1,Inbound,North Station
Shuttle-NewburyportOakGroveLimited,0,Outbound,Newburyport
Shuttle-NewburyportOakGroveLimited,1,Inbound,North Station
Shuttle-NewburyportSalemExpress,0,Outbound,Newburyport
Shuttle-NewburyportSalemExpress,1,Inbound,North Station
Shuttle-NewburyportSalemLocal,0,Outbound,Newburyport
Shuttle-NewburyportSalemLocal,1,Inbound,North Station
Shuttle-NewtonHighlandsKenmore,0,West,Riverside
Shuttle-NewtonHighlandsKenmore,1,East,Union Square
Shuttle-NewtonHighlandsReservoir,0,West,Riverside
Shuttle-NewtonHighlandsReservoir,1,East,Union Square
Shuttle-NewtonHighlandsRiverside,0,West,Riverside
Shuttle-NewtonHighlandsRiverside,1,East,Union Square
Shuttle-NewtonHighlandsStMarysKenmore,0,West,Riverside
Shuttle-NewtonHighlandsStMarysKenmore,1,East,Union Square
Shuttle-NorthBillericaLowell,0,Outbound,Lowell
Shuttle-NorthBillericaLowell,1,Inbound,North Station
Shuttle-NorthLeominsterWachusett,0,Outbound,Wachusett
Shuttle-NorthLeominsterWachusett,1,Inbound,North Station
Shuttle-NorthStationReading,0,Outbound,Haverhill
Shuttle-NorthStationReading,1,Inbound,North Station
Shuttle-NorthStationSullivanSquare,0,South,North Station
Shuttle-NorthStationSullivanSquare,1,North,Sullivan Square via East Somerville
Shuttle-NorthStationSwampscottExpress,0,Outbound,Newburyport or Rockport
Shuttle-NorthStationSwampscottExpress,1,Inbound,North Station
Shuttle-NorthStationSwampscottLimited,0,Outbound,Newburyport or Rockport
Shuttle-NorthStationSwampscottLimited,1,Inbound,North Station
Shuttle-NorthStationSwampscottLocal,0,Outbound,Newburyport or Rockport
Shuttle-NorthStationSwampscottLocal,1,Inbound,North Station
Shuttle-NorthStationUnionSquare,0,West,Riverside
Shuttle-NorthStationUnionSquare,1,East,Union Square
Shuttle-OakGroveReading,0,Outbound,Reading
Shuttle-OakGroveReading,1,Inbound,North Station
Shuttle-OakGroveRockportExpress,0,Outbound,Rockport
Shuttle-OakGroveRockportExpress,1,Inbound,North Station
Shuttle-OakGroveRockportLimited,0,Outbound,Rockport
Shuttle-OakGroveRockportLimited,1,Inbound,North Station
Shuttle-OakGroveSalemLocal,0,Outbound,Newburyport or Rockport
Shuttle-OakGroveSalemLocal,1,Inbound,North Station
Shuttle-OrientHeightsWonderland,0,West,Bowdoin
Shuttle-OrientHeightsWonderland,1,East,Wonderland
Shuttle-PawtucketProvidence,0,Outbound,Wickford Junction
Shuttle-PawtucketProvidence,1,Inbound,South Station
Shuttle-ReadvilleSouthStation,0,Outbound,Readville
Shuttle-ReadvilleSouthStation,1,Inbound,South Station
Shuttle-ReservoirRiverside,0,West,Riverside
Shuttle-ReservoirRiverside,1,East,Union Square
Shuttle-RockportSalemExpress,0,Outbound,Rockport
Shuttle-RockportSalemExpress,1,Inbound,North Station
Shuttle-RockportSalemLocal,0,Outbound,Rockport
Shuttle-RockportSalemLocal,1,Inbound,North Station
Shuttle-RockportWestGloucester,0,Outbound,Rockport
Shuttle-RockportWestGloucester,1,Inbound,North Station
Shuttle-ShirleyWachusett,0,Outbound,Wachusett
Shuttle-ShirleyWachusett,1,Inbound,Shirley
Shuttle-SouthStationSouthWeymouth,0,Outbound,Kingston or Plymouth
Shuttle-SouthStationSouthWeymouth,1,Inbound,South Station
Shuttle-SouthStationWellesleyHillsLocal,0,Outbound,Wellesley Hills
Shuttle-SouthStationWellesleyHillsLocal,1,Inbound,South Station
Shuttle-StateSullivan,0,South,Forest Hills
Shuttle-StateSullivan,1,North,Oak Grove
Shuttle-SuffolkDownsWonderland,0,West,Bowdoin
Shuttle-SuffolkDownsWonderland,1,East,Wonderland
Shuttle-TFGreenWickfordJunction,0,Outbound,Wickford Junction
Shuttle-TFGreenWickfordJunction,1,Inbound,South Station
