added_route_id,trip_id
741,75644251
742,75644251
743,75644251
741,75644254
742,75644254
743,75644254
741,75644258
742,75644258
743,75644258
741,75644260
742,75644260
743,75644260
741,75644263
742,75644263
743,75644263
741,75644264
742,75644264
743,75644264
741,75644265
742,75644265
743,75644265
741,75644266
742,75644266
743,75644266
741,75644267
742,75644267
743,75644267
741,75644272
742,75644272
743,75644272
741,75644273
742,75644273
743,75644273
741,75644274
742,75644274
743,75644274
741,75644275
742,75644275
743,75644275
741,75644277
742,75644277
743,75644277
741,75644278
742,75644278
743,75644278
741,75644279
742,75644279
743,75644279
741,75644281
742,75644281
743,75644281
741,75644284
742,75644284
743,75644284
741,75644287
742,75644287
743,75644287
741,75644290
742,75644290
743,75644290
741,75644291
742,75644291
743,75644291
741,75644292
742,75644292
743,75644292
741,75644296
742,75644296
743,75644296
741,75644314
742,75644314
743,75644314
741,75644704
742,75644704
743,75644704
741,75644705
742,75644705
743,75644705
741,75644706
742,75644706
743,75644706
741,75644707
742,75644707
743,75644707
741,75644708
742,75644708
743,75644708
741,75644709
742,75644709
743,75644709
741,75644710
742,75644710
743,75644710
741,75644711
742,75644711
743,75644711
741,75644712
742,75644712
743,75644712
741,75644713
742,75644713
743,75644713
741,75644714
742,75644714
743,75644714
741,75644715
742,75644715
743,75644715
741,75628585
742,75628585
743,75628585
741,75628586
742,75628586
743,75628586
741,75628609
742,75628609
743,75628609
741,75628685
742,75628685
743,75628685
741,75629002
742,75629002
743,75629002
741,75629088
742,75629088
743,75629088
741,75629209
742,75629209
743,75629209
741,75629501
742,75629501
743,75629501
741,75629511
742,75629511
743,75629511
741,75629512
742,75629512
743,75629512
741,75629532
742,75629532
743,75629532
741,75629539
742,75629539
743,75629539
741,75629544
742,75629544
743,75629544
741,75629554
742,75629554
743,75629554
741,75629556
742,75629556
743,75629556
741,75629557
742,75629557
743,75629557
741,75629563
742,75629563
743,75629563
741,75629571
742,75629571
743,75629571
741,75629573
742,75629573
743,75629573
741,75629574
742,75629574
743,75629574
741,75629576
742,75629576
743,75629576
741,75629578
742,75629578
743,75629578
741,75629584
742,75629584
743,75629584
741,75629585
742,75629585
743,75629585
741,75629587
742,75629587
743,75629587
741,75629589
742,75629589
743,75629589
741,75629591
742,75629591
743,75629591
741,75629594
742,75629594
743,75629594
741,75629595
742,75629595
743,75629595
741,75629599
742,75629599
743,75629599
741,75629602
742,75629602
743,75629602
741,75629603
742,75629603
743,75629603
741,75629607
742,75629607
743,75629607
741,75629615
742,75629615
743,75629615
741,75629620
742,75629620
743,75629620
741,75629627
742,75629627
